"","SRR13535277","SRR13535279","SRR13535281","SRR13535283","SRR13535285","SRR13535287","SRR13535289","SRR13535291","SRR13535293","SRR13535295","SRR13535297","SRR13535299","SRR13535301","SRR13535303","SRR13535305","SRR13535307","SRR13535309","SRR13535311"
"mmu-miR-3102-5p",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-3102-5p.2-5p",9,60,7,13,24,7,42,118,66,100,1,8,0,0,0,16,1,1
"mmu-miR-3103-3p",0,6,0,0,0,0,3,0,10,35,3,0,0,0,0,0,0,0
"mmu-miR-3103-5p",0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-3105-3p",4,6,0,0,0,7,10,7,10,0,0,0,0,0,0,0,0,0
"mmu-miR-3109-3p",0,30,16,0,20,11,19,25,9,12,0,0,0,0,0,0,0,0
"mmu-miR-3109-5p",0,0,0,0,4,0,4,6,0,0,0,0,0,0,0,0,0,0
"mmu-miR-32-5p",0,7,0,0,5,0,3,12,0,0,0,0,0,0,2,9,0,0
"mmu-miR-320-3p",194,1028,275,277,583,346,656,768,1041,733,63,148,1391,439,202,494,923,5504
"mmu-miR-322-3p",31,364,43,80,155,46,110,144,71,182,3,23,166,1,21,1,65,434
"mmu-miR-322-5p",210,987,99,209,780,191,535,449,153,872,72,148,0,0,73,227,85,1124
"mmu-miR-323-3p",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,0
"mmu-miR-324-3p",12,102,7,11,121,20,69,161,74,201,7,13,84,0,6,22,0,44
"mmu-miR-324-5p",10,35,0,0,20,0,42,16,9,106,0,3,0,0,9,14,0,0
"mmu-miR-326-3p",11,217,46,20,147,34,77,182,77,54,8,24,0,0,9,1,35,0
"mmu-miR-328-3p",248,2077,424,585,871,353,1254,1780,1192,2194,59,208,245,5,80,189,247,451
"mmu-miR-328-5p",0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
"mmu-miR-33-3p",0,8,0,0,6,0,21,0,0,0,0,0,0,0,1,0,0,0
"mmu-miR-33-5p",0,8,2,5,19,6,7,38,0,4,0,1,0,0,8,32,0,0
"mmu-miR-330-3p",0,25,0,0,16,1,11,43,24,57,0,15,0,0,14,6,0,0
"mmu-miR-330-5p",11,175,25,8,111,10,59,82,35,178,0,11,0,0,1,7,0,68
"mmu-miR-331-3p",18,71,0,7,29,6,72,37,30,77,1,5,0,0,7,5,0,0
"mmu-miR-331-5p",3,3,0,0,12,0,5,3,28,10,0,6,0,0,0,0,0,0
"mmu-miR-335-3p",2,0,0,0,0,17,0,0,10,18,0,0,0,0,0,0,0,0
"mmu-miR-335-5p",14,6,0,0,18,0,6,0,12,17,0,0,0,0,0,0,0,0
"mmu-miR-338-3p",0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-339-3p",21,89,7,47,54,0,46,42,33,98,4,7,0,1,5,0,34,0
"mmu-miR-339-5p",0,20,2,7,7,0,9,25,41,17,0,0,0,0,4,10,0,87
"mmu-miR-340-5p",0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-341-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"mmu-miR-342-3p",55,548,146,175,244,73,260,281,143,174,29,30,1,132,28,55,474,444
"mmu-miR-342-5p",0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-344b-3p",0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0
"mmu-miR-344d-3-5p",0,0,0,0,10,0,8,0,13,9,0,0,0,0,0,0,0,0
"mmu-miR-344d-3p",67,112,21,65,126,56,165,78,209,458,6,8,0,0,5,74,170,0
"mmu-miR-345-3p",26,267,27,66,135,53,108,154,56,276,4,27,0,0,19,158,140,199
"mmu-miR-345-5p",16,95,0,4,35,19,41,101,92,44,2,8,0,0,2,29,0,0
"mmu-miR-3470a",24,113,9,74,41,24,4,14,85,14,0,0,211,0,1,0,36,0
"mmu-miR-3470b",81,366,21,228,157,117,23,64,192,30,0,0,315,0,17,33,348,120
"mmu-miR-3473a",5,37,10,0,42,11,4,21,6,0,0,3,0,0,3,17,0,0
"mmu-miR-3473b",1,4,0,0,11,0,1,10,8,0,0,0,0,0,0,2,0,0
"mmu-miR-3473c",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-3473d",0,3,14,0,4,0,3,4,0,18,0,2,0,0,0,11,0,0
"mmu-miR-3473e",1,0,0,0,2,0,1,10,4,0,0,0,0,0,0,2,0,0
"mmu-miR-3473f",0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-3473g",0,6,0,0,2,19,16,21,26,0,0,0,0,0,0,17,0,0
"mmu-miR-34a-3p",2,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
"mmu-miR-34a-5p",19,127,24,27,81,81,81,165,32,262,2,16,0,84,12,22,0,0
"mmu-miR-34b-3p",128,890,115,249,559,204,601,1383,689,777,20,58,298,1,58,93,240,312
"mmu-miR-34b-5p",198,763,92,277,459,173,458,604,96,1144,56,116,943,1,95,859,688,3778
"mmu-miR-34c-3p",8,167,0,0,93,0,145,111,77,48,0,4,0,0,11,75,25,105
"mmu-miR-34c-5p",5504,23797,2977,7399,18316,9584,17574,17237,10728,40594,1196,2635,428,191,680,1870,4089,7474
"mmu-miR-350-3p",2,21,16,18,25,23,4,60,6,0,0,1,0,0,2,0,0,0
"mmu-miR-350-5p",4,78,0,10,37,8,28,74,25,36,3,9,0,0,0,0,117,43
"mmu-miR-351-3p",0,8,0,0,8,0,0,8,4,0,0,0,0,0,1,0,0,0
"mmu-miR-351-5p",2184,21177,5982,6032,8227,2654,7754,8104,5196,12115,1293,2224,863,235,1275,3026,1743,10684
"mmu-miR-3535",18,82,0,26,28,0,24,13,111,40,32,16,145,82,6,97,253,166
"mmu-miR-3569-5p",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"mmu-miR-3572-3p",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-361-3p",7,89,18,0,35,43,51,75,71,87,1,11,0,0,0,15,59,0
"mmu-miR-361-5p",57,337,93,77,247,66,155,220,241,215,9,24,0,1,28,44,178,325
"mmu-miR-362-3p",1,40,0,0,20,16,23,60,9,60,7,2,0,1,1,42,0,1
"mmu-miR-362-5p",10,102,0,33,74,25,74,34,38,50,0,11,0,0,8,12,43,0
"mmu-miR-365-2-5p",13,151,68,40,68,40,70,104,124,168,26,24,0,0,10,0,49,128
"mmu-miR-365-3p",44,843,158,234,204,16,267,510,251,318,50,55,0,0,68,428,35,360
"mmu-miR-369-3p",15,15,0,27,52,0,32,15,21,108,0,1,0,0,5,104,123,48
"mmu-miR-374b-5p",11,127,7,5,56,12,32,78,12,95,0,1,0,0,8,13,20,0
"mmu-miR-375-3p",2,21,0,0,15,0,0,16,14,14,0,0,0,0,2,0,0,0
"mmu-miR-378a-3p",1426,8166,2031,1949,5667,2526,4222,6528,4867,9794,382,787,5387,1071,992,7534,9707,43310
"mmu-miR-378a-5p",0,24,1,0,9,4,8,12,17,21,2,2,0,0,0,9,0,46
"mmu-miR-378b",0,17,0,0,3,0,11,28,10,14,0,2,0,0,0,8,29,58
"mmu-miR-378c",447,2034,488,568,1464,586,906,1604,1236,2226,86,175,1140,253,292,2028,2834,13270
"mmu-miR-378d",31,126,27,4,76,25,38,96,34,69,6,12,0,0,5,54,1,302
"mmu-miR-379-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"mmu-miR-381-3p",0,7,0,0,14,16,0,0,8,0,0,0,0,0,1,10,84,124
"mmu-miR-383-5p",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-384-5p",0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"mmu-miR-3960",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"mmu-miR-3963",3,7,0,3,3,1,5,8,0,2,0,0,0,0,0,0,0,2
"mmu-miR-3965",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-3966",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"mmu-miR-3968",58,315,22,17,162,59,104,497,94,347,17,8,1,2,2,12,65,1
"mmu-miR-3970",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"mmu-miR-409-3p",7,0,0,5,8,16,7,0,80,17,0,0,0,0,0,1,0,0
"mmu-miR-409-5p",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,46,108
"mmu-miR-410-3p",9,26,0,0,70,7,17,18,39,81,3,2,273,64,1,88,784,376
"mmu-miR-411-3p",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-411-5p",5,13,18,12,20,10,12,0,31,0,0,0,76,0,1,25,47,174
"mmu-miR-412-5p",1,0,0,0,10,0,2,0,4,27,0,0,146,0,0,17,33,151
"mmu-miR-421-3p",109,1041,76,251,479,255,424,673,326,843,23,42,0,1,22,102,320,425
"mmu-miR-421-5p",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"mmu-miR-423-3p",585,4496,556,1667,2009,770,2913,4378,2868,4052,194,491,96,2,89,382,447,491
"mmu-miR-423-5p",5008,18618,4295,7803,10683,6402,12357,14919,37052,25060,1385,3699,2804,708,911,4663,10723,15921
"mmu-miR-425-3p",13,19,4,0,9,0,11,21,0,43,0,0,0,0,1,0,0,0
"mmu-miR-425-5p",105,600,87,173,485,210,417,746,420,1043,24,58,143,78,47,236,479,802
"mmu-miR-429-3p",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-431-5p",0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0
"mmu-miR-433-3p",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-448-3p",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"mmu-miR-449a-5p",6,21,0,0,6,0,3,16,6,33,0,2,0,0,4,0,49,44
"mmu-miR-449b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"mmu-miR-449c-5p",0,11,0,24,0,0,3,19,0,0,0,0,0,0,0,0,0,0
"mmu-miR-450a-1-3p",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-450a-2-3p",0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
"mmu-miR-450a-5p",5,169,21,55,110,12,22,125,10,263,4,5,0,0,6,17,55,48
"mmu-miR-450b-3p",0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-450b-5p",14,40,78,40,44,21,20,18,3,23,3,0,0,0,0,24,56,104
"mmu-miR-451a",13,32,0,0,87,1,28,19,24,63,0,3,0,0,1,4,47,380
"mmu-miR-452-3p",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-452-5p",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-455-3p",0,10,0,0,2,0,14,0,0,0,0,2,0,0,4,0,0,0
"mmu-miR-455-5p",0,10,0,1,5,0,0,0,0,0,0,0,0,0,2,14,0,0
"mmu-miR-463-5p",0,0,0,0,0,0,8,2,0,0,0,8,0,0,0,0,0,0
"mmu-miR-465a-3p",9,39,14,12,43,9,12,16,23,92,0,0,0,1,1,0,39,0
"mmu-miR-465a-5p",0,0,0,16,4,23,13,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-465b-3p",9,39,14,12,43,9,12,16,23,92,0,0,0,1,1,0,39,0
"mmu-miR-465c-3p",9,39,14,12,43,9,12,16,23,92,0,0,0,1,1,0,39,0
"mmu-miR-465c-5p",0,12,0,24,30,0,18,15,32,59,0,0,0,0,6,4,0,0
"mmu-miR-466a-3p",1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-466b-3p",1,14,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
"mmu-miR-466b-5p",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-466c-3p",1,14,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
"mmu-miR-466d-5p",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-466e-3p",1,14,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
"mmu-miR-466e-5p",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-466f-3p",0,2,0,6,0,0,2,0,0,0,0,3,0,0,0,0,0,0
"mmu-miR-466g",0,0,0,4,0,0,0,9,0,26,0,0,0,0,0,0,0,0
"mmu-miR-466h-3p",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87
"mmu-miR-466i-3p",0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0
"mmu-miR-466i-5p",0,8,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-466n-5p",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-466o-5p",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-466p-3p",1,14,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
"mmu-miR-467a-3p",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"mmu-miR-467a-5p",0,15,0,0,0,0,9,17,13,10,0,0,0,0,2,0,0,0
"mmu-miR-467b-5p",0,15,0,0,0,0,9,17,13,10,0,0,0,0,2,0,0,0
"mmu-miR-467c-5p",1,15,0,0,6,0,0,28,2,18,0,0,0,0,0,0,0,0
"mmu-miR-467d-3p",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"mmu-miR-467d-5p",2,11,0,8,10,0,15,31,2,6,0,0,0,0,1,1,0,0
"mmu-miR-467e-5p",0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-470-5p",4,79,9,0,71,13,14,26,44,108,3,9,176,0,1,26,28,97
"mmu-miR-484",405,4504,868,1396,1830,532,2341,3744,2204,2301,185,191,132,101,92,362,207,785
"mmu-miR-485-3p",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"mmu-miR-486a-3p",2,6,0,5,8,6,0,0,18,23,0,0,0,0,0,0,0,0
"mmu-miR-486a-5p",1623,7392,1775,1604,7718,2214,4805,5057,10401,7002,217,815,30173,3562,1548,6200,23819,44082
"mmu-miR-486b-3p",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-486b-5p",1614,7330,1767,1584,7643,2142,4768,5020,10324,6935,220,809,29327,3538,1511,6112,23652,43437
"mmu-miR-491-5p",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-493-5p",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"mmu-miR-494-3p",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-495-3p",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-497a-3p",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-497a-5p",48,284,50,52,197,89,244,306,123,240,17,32,0,0,36,30,0,796
"mmu-miR-499-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"mmu-miR-500-3p",6,30,0,0,22,6,7,24,22,25,0,2,72,0,0,0,0,0
"mmu-miR-500-5p",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-501-3p",1187,9942,853,1319,4368,1508,3637,5493,4316,5256,257,689,10213,561,498,2633,11617,14102
"mmu-miR-501-5p",3,6,17,0,6,0,0,10,0,22,0,0,0,0,0,0,0,0
"mmu-miR-503-3p",2,13,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,98
"mmu-miR-504-5p",0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-505-3p",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-505-5p",0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0
"mmu-miR-5099",466,1908,117,245,1581,797,955,3009,6762,2185,37,101,411,34,61,142,669,272
"mmu-miR-5100",2,1,0,0,4,9,3,12,1,0,0,0,0,0,0,0,0,0
"mmu-miR-5106",0,3,3,0,3,4,6,0,39,14,0,2,0,0,0,18,45,0
"mmu-miR-5108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
"mmu-miR-5112",0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0
"mmu-miR-5113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"mmu-miR-5114",7,43,0,0,24,32,38,21,35,0,3,1,0,0,2,23,0,0
"mmu-miR-5119",0,1,3,4,5,12,3,1,3,10,0,0,0,17,2,20,0,10
"mmu-miR-5121",0,9,0,0,7,0,0,0,41,17,2,1,0,0,3,8,0,0
"mmu-miR-5122",0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0
"mmu-miR-5123",0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
"mmu-miR-5124a",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-5126",7,18,1,10,80,10,7,11,0,21,0,1,0,1,1,0,0,1
"mmu-miR-5128",2,50,7,38,7,1,0,13,8,9,0,4,1,0,2,2,1,33
"mmu-miR-5129-3p",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"mmu-miR-5129-5p",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-532-3p",23,212,45,57,99,49,155,268,85,170,8,13,1,0,15,52,34,2
"mmu-miR-532-5p",138,569,70,62,455,107,341,693,594,817,32,59,2,154,59,238,539,1861
"mmu-miR-541-5p",0,0,0,0,6,0,4,12,0,0,0,0,0,0,0,0,0,0
"mmu-miR-542-3p",44,191,20,96,47,20,69,144,33,268,19,30,0,1,20,46,120,581
"mmu-miR-542-5p",0,14,1,2,13,3,9,48,6,28,0,3,0,0,4,0,44,93
"mmu-miR-543-3p",0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0
"mmu-miR-547-3p",0,33,0,0,23,0,13,0,5,0,0,0,0,0,0,0,0,0
"mmu-miR-5615-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
"mmu-miR-5620-5p",0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
"mmu-miR-5621-3p",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-5626-3p",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-5627-3p",0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-5709-5p",0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-574-3p",5,209,25,32,87,46,100,329,116,122,4,10,227,0,26,7,0,0
"mmu-miR-574-5p",2,38,6,7,15,1,4,17,45,18,0,1,1,1,15,0,0,0
"mmu-miR-582-3p",32,257,41,67,149,37,163,316,113,322,11,16,0,0,56,125,277,1167
"mmu-miR-582-5p",0,16,0,0,15,25,14,13,0,2,0,0,0,0,0,0,0,0
"mmu-miR-598-3p",0,9,0,0,2,0,0,18,3,0,0,0,0,0,3,8,0,67
"mmu-miR-615-3p",948,12719,1225,2275,6904,1834,4532,8868,4656,6663,218,680,152,132,353,1515,1762,1494
"mmu-miR-615-5p",11,143,29,20,73,28,97,82,93,143,15,15,319,1,10,56,333,438
"mmu-miR-6236",0,0,0,0,16,0,2,0,0,9,1,0,0,0,1,4,0,0
"mmu-miR-6238",1,8,0,0,7,10,1,3,0,0,0,0,0,0,2,0,25,17
"mmu-miR-6239",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-6240",166,953,396,310,1362,342,887,1376,588,719,151,82,77,69,47,456,565,250
"mmu-miR-6418-3p",0,12,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"mmu-miR-6516-3p",0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-6516-5p",0,48,0,0,14,0,32,16,0,29,0,0,0,0,1,0,0,123
"mmu-miR-652-3p",4,170,3,20,103,44,121,224,89,137,3,11,0,0,4,0,61,50
"mmu-miR-6538",4,6,0,1,48,2,2,15,5,19,3,0,0,0,1,0,0,0
"mmu-miR-6539",0,15,0,0,10,18,0,15,8,12,0,2,0,0,1,0,0,74
"mmu-miR-6540-5p",0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-6546-5p",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-664-3p",21,110,30,4,31,12,49,52,25,67,6,11,0,0,1,0,0,0
"mmu-miR-664-5p",16,108,21,12,49,56,57,122,74,173,13,17,0,0,5,37,135,388
"mmu-miR-669a-3p",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-669a-5p",0,3,0,0,2,0,7,8,1,0,0,0,0,0,2,0,42,0
"mmu-miR-669b-5p",0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"mmu-miR-669c-5p",0,8,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0
"mmu-miR-669d-5p",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-669f-3p",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-669h-5p",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-669k-5p",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-669o-3p",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-669o-5p",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"mmu-miR-669p-5p",0,3,0,0,2,0,7,8,1,0,0,0,0,0,2,0,42,0
"mmu-miR-671-3p",89,365,122,134,339,122,378,560,232,355,0,78,1,1,109,214,191,3421
"mmu-miR-671-5p",8,37,0,44,4,18,5,0,0,44,0,0,0,0,2,13,0,0
"mmu-miR-674-3p",70,553,110,75,386,97,273,594,429,541,34,40,1,1,27,78,99,296
"mmu-miR-674-5p",3,58,14,0,21,0,18,47,0,25,0,0,0,0,3,21,0,81
"mmu-miR-675-3p",0,1,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-676-3p",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0
"mmu-miR-6769b-3p",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"mmu-miR-6769b-5p",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-677-3p",0,3,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0
"mmu-miR-677-5p",19,95,28,0,62,53,32,103,31,67,3,0,0,0,17,112,61,0
"mmu-miR-6896-5p",0,2,0,0,0,0,0,21,0,12,0,0,0,0,1,0,0,82
"mmu-miR-6899-3p",0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-6899-5p",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-690",4,39,0,31,81,22,16,76,17,11,1,0,0,0,1,10,0,0
"mmu-miR-6901-5p",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"mmu-miR-6903-3p",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"mmu-miR-6904-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"mmu-miR-6905-5p",3,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-6907-3p",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"mmu-miR-6909-5p",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-6911-3p",5,28,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0
"mmu-miR-6912-5p",0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
"mmu-miR-6913-3p",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"mmu-miR-6914-3p",0,1,0,0,0,0,1,0,7,0,0,1,0,0,0,0,40,0
"mmu-miR-6916-5p",0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-6920-5p",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-6922-5p",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
"mmu-miR-6925-5p",4,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0
"mmu-miR-693-3p",0,4,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"mmu-miR-6930-5p",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-6932-5p",0,0,0,0,0,0,0,16,7,0,0,0,0,0,0,0,0,0
"mmu-miR-6933-5p",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"mmu-miR-6939-3p",0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-694",0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"mmu-miR-6943-3p",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-6944-3p",139,1053,139,217,477,142,567,1063,393,1453,55,72,0,0,5,42,51,2
"mmu-miR-6944-5p",0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
"mmu-miR-6945-3p",0,19,0,14,6,0,7,0,0,14,0,0,0,0,0,0,0,0
"mmu-miR-6946-5p",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-6948-3p",0,11,0,0,9,0,7,20,15,0,0,0,0,0,0,6,0,0
"mmu-miR-6952-3p",0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"mmu-miR-6952-5p",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-6953-3p",0,5,0,0,2,0,3,9,0,0,0,0,0,0,0,0,0,0
"mmu-miR-6953-5p",0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0
"mmu-miR-6955-5p",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-6958-3p",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-696",0,0,0,0,12,6,0,0,2,0,0,0,0,0,0,0,0,0
"mmu-miR-6960-5p",3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59,0
"mmu-miR-6963-3p",0,0,0,0,0,0,3,6,0,2,0,0,0,0,0,0,0,0
"mmu-miR-6970-3p",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-6970-5p",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-6977-3p",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-6977-5p",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"mmu-miR-6978-3p",0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"mmu-miR-6979-3p",0,0,0,0,5,0,0,10,2,0,0,0,0,0,0,0,0,0
